addr,firstacc,type,T0
34189787178,0,R,684
34189787178,0,W,1024
34189787179,0,R,682
34189787179,0,W,1024
34189787180,0,R,683
34189787180,0,W,1024
34189787181,0,R,682
34189787181,0,W,1024
34189787182,0,R,683
34189787182,0,W,1024
34189787183,0,R,683
34189787183,0,W,1024
34189787184,0,R,682
34189787184,0,W,1024
34189787185,0,R,683
34189787185,0,W,1024
34189787186,0,R,682
34189787186,0,W,1024
34189787187,0,R,684
34189787187,0,W,1024
34189787188,0,R,682
34189787188,0,W,1024
34189787189,0,R,683
34189787189,0,W,1024
34189787190,0,R,682
34189787190,0,W,1024
34189787191,0,R,683
34189787191,0,W,1024
34189787192,0,R,683
34189787192,0,W,1024
34189787193,0,R,682
34189787193,0,W,1024
34189787194,0,R,683
34189787194,0,W,1024
34189787195,0,R,682
34189787195,0,W,1024
34189787196,0,R,684
34189787196,0,W,1024
34189787197,0,R,682
34189787197,0,W,1024
34189787198,0,R,683
34189787198,0,W,1024
34189787199,0,R,682
34189787199,0,W,1024
34189787200,0,R,683
34189787200,0,W,1024
34189787201,0,R,683
34189787201,0,W,1024
34189787202,0,R,682
34189787202,0,W,1024
34189787203,0,R,683
34189787203,0,W,1024
34189787204,0,R,682
34189787204,0,W,1024
34189787205,0,R,684
34189787205,0,W,1024
34189787206,0,R,682
34189787206,0,W,1024
34189787207,0,R,683
34189787207,0,W,1024
34189787208,0,R,682
34189787208,0,W,1024
34189787209,0,R,683
34189787209,0,W,1024
34189787210,0,R,683
34189787210,0,W,1024
34189787211,0,R,682
34189787211,0,W,1024
34189787212,0,R,683
34189787212,0,W,1024
34189787213,0,R,682
34189787213,0,W,1024
34189787214,0,R,684
34189787214,0,W,1024
34189787215,0,R,682
34189787215,0,W,1024
34189787216,0,R,683
34189787216,0,W,1024
34189787217,0,R,682
34189787217,0,W,1024
34189787218,0,R,683
34189787218,0,W,1024
34189787219,0,R,683
34189787219,0,W,1024
34189787220,0,R,682
34189787220,0,W,1024
34189787221,0,R,683
34189787221,0,W,1024
34189787222,0,R,682
34189787222,0,W,1024
34189787223,0,R,684
34189787223,0,W,1024
34189787224,0,R,682
34189787224,0,W,1024
34189787225,0,R,683
34189787225,0,W,1024
34189787226,0,R,682
34189787226,0,W,1024
34189787227,0,R,683
34189787227,0,W,1024
34189787228,0,R,683
34189787228,0,W,1024
34189787229,0,R,682
34189787229,0,W,1024
34189787230,0,R,683
34189787230,0,W,1024
34189787231,0,R,682
34189787231,0,W,1024
34189787232,0,R,684
34189787232,0,W,1024
34189787233,0,R,682
34189787233,0,W,1024
34189787234,0,R,683
34189787234,0,W,1024
34189787235,0,R,682
34189787235,0,W,1024
34189787236,0,R,683
34189787236,0,W,1024
34189787237,0,R,683
34189787237,0,W,1024
34189787238,0,R,682
34189787238,0,W,1024
34189787239,0,R,683
34189787239,0,W,1024
34189787240,0,R,682
34189787240,0,W,1024
34189787241,0,R,684
34189787241,0,W,1024
34189787242,0,R,682
34189787242,0,W,1024
34189787243,0,R,683
34189787243,0,W,1024
34189787244,0,R,682
34189787244,0,W,1024
34189787245,0,R,683
34189787245,0,W,1024
34189787246,0,R,683
34189787246,0,W,1024
34189787247,0,R,682
34189787247,0,W,1024
34189787248,0,R,683
34189787248,0,W,1024
34189787249,0,R,682
34189787249,0,W,1024
34189787250,0,R,684
34189787250,0,W,1024
34189787251,0,R,682
34189787251,0,W,1024
34189787252,0,R,683
34189787252,0,W,1024
34189787253,0,R,682
34189787253,0,W,1024
34189787254,0,R,683
34189787254,0,W,1024
34189787255,0,R,683
34189787255,0,W,1024
34189787256,0,R,682
34189787256,0,W,1024
34189787257,0,R,683
34189787257,0,W,1024
34189787258,0,R,682
34189787258,0,W,1024
34189787259,0,R,684
34189787259,0,W,1024
34189787260,0,R,682
34189787260,0,W,1024
34189787261,0,R,683
34189787261,0,W,1024
34189787262,0,R,682
34189787262,0,W,1024
34189787263,0,R,683
34189787263,0,W,1024
34189787264,0,R,683
34189787264,0,W,1024
34189787265,0,R,682
34189787265,0,W,1024
34189787266,0,R,683
34189787266,0,W,1024
34189787267,0,R,682
34189787267,0,W,1024
34189787268,0,R,684
34189787268,0,W,1024
34189787269,0,R,682
34189787269,0,W,1024
34189787270,0,R,683
34189787270,0,W,1024
34189787271,0,R,682
34189787271,0,W,1024
34189787272,0,R,683
34189787272,0,W,1024
34189787273,0,R,683
34189787273,0,W,1024
34189787274,0,R,682
34189787274,0,W,1024
34189787275,0,R,683
34189787275,0,W,1024
34189787276,0,R,682
34189787276,0,W,1024
34189787277,0,R,684
34189787277,0,W,1024
34189787278,0,R,682
34189787278,0,W,1024
34189787279,0,R,683
34189787279,0,W,1024
34189787280,0,R,682
34189787280,0,W,1024
34189787281,0,R,683
34189787281,0,W,1024
34189787282,0,R,683
34189787282,0,W,1024
34189787283,0,R,682
34189787283,0,W,1024
34189787284,0,R,683
34189787284,0,W,1024
34189787285,0,R,682
34189787285,0,W,1024
34189787286,0,R,684
34189787286,0,W,1024
34189787287,0,R,682
34189787287,0,W,1024
34189787288,0,R,683
34189787288,0,W,1024
34189787289,0,R,682
34189787289,0,W,1024
34189787290,0,R,683
34189787290,0,W,1024
34189787291,0,R,683
34189787291,0,W,1024
34189787292,0,R,682
34189787292,0,W,1024
34189787293,0,R,683
34189787293,0,W,1024
34189787294,0,R,682
34189787294,0,W,1024
34189787295,0,R,684
34189787295,0,W,1024
34189787296,0,R,682
34189787296,0,W,1024
34189787297,0,R,683
34189787297,0,W,1024
34189787298,0,R,682
34189787298,0,W,1024
34189787299,0,R,683
34189787299,0,W,1024
34189787300,0,R,683
34189787300,0,W,1024
34189787301,0,R,682
34189787301,0,W,1024
34189787302,0,R,683
34189787302,0,W,1024
34189787303,0,R,682
34189787303,0,W,1024
34189787304,0,R,684
34189787304,0,W,1024
34189787305,0,R,682
34189787305,0,W,1024
34189787306,0,R,683
34189787306,0,W,1024
34189787307,0,R,682
34189787307,0,W,1024
34189787308,0,R,683
34189787308,0,W,1024
34189787309,0,R,683
34189787309,0,W,1024
34189787310,0,R,682
34189787310,0,W,1024
34189787311,0,R,683
34189787311,0,W,1024
34189787312,0,R,682
34189787312,0,W,1024
34189787313,0,R,684
34189787313,0,W,1024
34189787314,0,R,682
34189787314,0,W,1024
34189787315,0,R,683
34189787315,0,W,1024
34189787316,0,R,682
34189787316,0,W,1024
34189787317,0,R,683
34189787317,0,W,1024
34189787318,0,R,683
34189787318,0,W,1024
34189787319,0,R,682
34189787319,0,W,1024
34189787320,0,R,683
34189787320,0,W,1024
34189787321,0,R,682
34189787321,0,W,1024
34189787322,0,R,684
34189787322,0,W,1024
34189787323,0,R,682
34189787323,0,W,1024
34189787324,0,R,683
34189787324,0,W,1024
34189787325,0,R,682
34189787325,0,W,1024
34189787326,0,R,683
34189787326,0,W,1024
34189787327,0,R,683
34189787327,0,W,1024
34189787328,0,R,682
34189787328,0,W,1024
34189787329,0,R,683
34189787329,0,W,1024
34189787330,0,R,682
34189787330,0,W,1024
34189787331,0,R,684
34189787331,0,W,1024
34189787332,0,R,682
34189787332,0,W,1024
34189787333,0,R,683
34189787333,0,W,1024
34189787334,0,R,682
34189787334,0,W,1024
34189787335,0,R,683
34189787335,0,W,1024
34189787336,0,R,683
34189787336,0,W,1024
34189787337,0,R,682
34189787337,0,W,1024
34189787338,0,R,683
34189787338,0,W,1024
34189787339,0,R,682
34189787339,0,W,1024
34189787340,0,R,684
34189787340,0,W,1024
34189787341,0,R,682
34189787341,0,W,1024
34189787342,0,R,683
34189787342,0,W,1024
34189787343,0,R,682
34189787343,0,W,1024
34189787344,0,R,683
34189787344,0,W,1024
34189787345,0,R,683
34189787345,0,W,1024
34189787346,0,R,682
34189787346,0,W,1024
34189787347,0,R,683
34189787347,0,W,1024
34189787348,0,R,682
34189787348,0,W,1024
34189787349,0,R,684
34189787349,0,W,1024
34189787350,0,R,682
34189787350,0,W,1024
34189787351,0,R,683
34189787351,0,W,1024
34189787352,0,R,682
34189787352,0,W,1024
34189787353,0,R,683
34189787353,0,W,1024
34189787354,0,R,683
34189787354,0,W,1024
34189787355,0,R,682
34189787355,0,W,1024
34189787356,0,R,683
34189787356,0,W,1024
34189787357,0,R,682
34189787357,0,W,1024
34189787358,0,R,684
34189787358,0,W,1024
34189787359,0,R,682
34189787359,0,W,1024
34189787360,0,R,683
34189787360,0,W,1024
34189787361,0,R,682
34189787361,0,W,1024
34189787362,0,R,683
34189787362,0,W,1024
34189787363,0,R,683
34189787363,0,W,1024
34189787364,0,R,682
34189787364,0,W,1024
34189787365,0,R,683
34189787365,0,W,1024
34189787366,0,R,682
34189787366,0,W,1024
34189787367,0,R,684
34189787367,0,W,1024
34189787368,0,R,682
34189787368,0,W,1024
34189787369,0,R,683
34189787369,0,W,1024
34189787370,0,R,682
34189787370,0,W,1024
34189787371,0,R,683
34189787371,0,W,1024
34189787372,0,R,683
34189787372,0,W,1024
34189787373,0,R,682
34189787373,0,W,1024
34189787374,0,R,683
34189787374,0,W,1024
34189787375,0,R,682
34189787375,0,W,1024
34189787376,0,R,684
34189787376,0,W,1024
34189787377,0,R,682
34189787377,0,W,1024
34189787378,0,R,683
34189787378,0,W,1024
34189787379,0,R,682
34189787379,0,W,1024
34189787380,0,R,683
34189787380,0,W,1024
34189787381,0,R,683
34189787381,0,W,1024
34189787382,0,R,682
34189787382,0,W,1024
34189787383,0,R,683
34189787383,0,W,1024
34189787384,0,R,682
34189787384,0,W,1024
34189787385,0,R,684
34189787385,0,W,1024
34189787386,0,R,682
34189787386,0,W,1024
34189787387,0,R,683
34189787387,0,W,1024
34189787388,0,R,682
34189787388,0,W,1024
34189787389,0,R,683
34189787389,0,W,1024
34189787390,0,R,683
34189787390,0,W,1024
34189787391,0,R,682
34189787391,0,W,1024
34189787392,0,R,683
34189787392,0,W,1024
34189787393,0,R,682
34189787393,0,W,1024
34189787394,0,R,684
34189787394,0,W,1024
34189787395,0,R,682
34189787395,0,W,1024
34189787396,0,R,683
34189787396,0,W,1024
34189787397,0,R,682
34189787397,0,W,1024
34189787398,0,R,683
34189787398,0,W,1024
34189787399,0,R,683
34189787399,0,W,1024
34189787400,0,R,682
34189787400,0,W,1024
34189787401,0,R,683
34189787401,0,W,1024
34189787402,0,R,682
34189787402,0,W,1024
34189787403,0,R,684
34189787403,0,W,1024
34189787404,0,R,682
34189787404,0,W,1024
34189787405,0,R,683
34189787405,0,W,1024
34189787406,0,R,682
34189787406,0,W,1024
34189787407,0,R,683
34189787407,0,W,1024
34189787408,0,R,683
34189787408,0,W,1024
34189787409,0,R,682
34189787409,0,W,1024
34189787410,0,R,683
34189787410,0,W,1024
34189787411,0,R,682
34189787411,0,W,1024
34189787412,0,R,684
34189787412,0,W,1024
34189787413,0,R,682
34189787413,0,W,1024
34189787414,0,R,683
34189787414,0,W,1024
34189787415,0,R,682
34189787415,0,W,1024
34189787416,0,R,683
34189787416,0,W,1024
34189787417,0,R,683
34189787417,0,W,1024
34189787418,0,R,682
34189787418,0,W,1024
34189787419,0,R,683
34189787419,0,W,1024
34189787420,0,R,682
34189787420,0,W,1024
34189787421,0,R,684
34189787421,0,W,1024
34189787422,0,R,682
34189787422,0,W,1024
34189787423,0,R,683
34189787423,0,W,1024
34189787424,0,R,682
34189787424,0,W,1024
34189787425,0,R,683
34189787425,0,W,1024
34189787426,0,R,683
34189787426,0,W,1024
34189787427,0,R,682
34189787427,0,W,1024
34189787428,0,R,683
34189787428,0,W,1024
34189787429,0,R,682
34189787429,0,W,1024
34189787430,0,R,684
34189787430,0,W,1024
34189787431,0,R,682
34189787431,0,W,1024
34189787432,0,R,683
34189787432,0,W,1024
34189787433,0,R,682
34189787433,0,W,1024
34189787434,0,R,683
34189787434,0,W,1024
34189787435,0,R,683
34189787435,0,W,1024
34189787436,0,R,682
34189787436,0,W,1024
34189787437,0,R,683
34189787437,0,W,1024
34189787438,0,R,682
34189787438,0,W,1024
34189787439,0,R,684
34189787439,0,W,1024
34189787440,0,R,682
34189787440,0,W,1024
34189787441,0,R,683
34189787441,0,W,1024
34189787442,0,R,682
34189787442,0,W,1024
34189787443,0,R,683
34189787443,0,W,1024
34189787444,0,R,683
34189787444,0,W,1024
34189787445,0,R,682
34189787445,0,W,1024
34189787446,0,R,683
34189787446,0,W,1024
34189787447,0,R,682
34189787447,0,W,1024
34189787448,0,R,684
34189787448,0,W,1024
34189787449,0,R,682
34189787449,0,W,1024
34189787450,0,R,683
34189787450,0,W,1024
34189787451,0,R,682
34189787451,0,W,1024
34189787452,0,R,683
34189787452,0,W,1024
34189787453,0,R,683
34189787453,0,W,1024
34189787454,0,R,682
34189787454,0,W,1024
34189787455,0,R,683
34189787455,0,W,1024
34189787456,0,R,682
34189787456,0,W,1024
34189787457,0,R,684
34189787457,0,W,1024
34189787458,0,R,682
34189787458,0,W,1024
34189787459,0,R,683
34189787459,0,W,1024
34189787460,0,R,682
34189787460,0,W,1024
34189787461,0,R,683
34189787461,0,W,1024
34189787462,0,R,683
34189787462,0,W,1024
34189787463,0,R,682
34189787463,0,W,1024
34189787464,0,R,683
34189787464,0,W,1024
34189787465,0,R,682
34189787465,0,W,1024
34189787466,0,R,684
34189787466,0,W,1024
34189787467,0,R,682
34189787467,0,W,1024
34189787468,0,R,683
34189787468,0,W,1024
34189787469,0,R,682
34189787469,0,W,1024
34189787470,0,R,683
34189787470,0,W,1024
34189787471,0,R,683
34189787471,0,W,1024
34189787472,0,R,682
34189787472,0,W,1024
34189787473,0,R,683
34189787473,0,W,1024
34189787474,0,R,682
34189787474,0,W,1024
34189787475,0,R,684
34189787475,0,W,1024
34189787476,0,R,682
34189787476,0,W,1024
34189787477,0,R,683
34189787477,0,W,1024
34189787478,0,R,682
34189787478,0,W,1024
34189787479,0,R,683
34189787479,0,W,1024
34189787480,0,R,683
34189787480,0,W,1024
34189787481,0,R,682
34189787481,0,W,1024
34189787482,0,R,683
34189787482,0,W,1024
34189787483,0,R,682
34189787483,0,W,1024
34189787484,0,R,684
34189787484,0,W,1024
34189787485,0,R,682
34189787485,0,W,1024
34189787486,0,R,2
34189787486,0,W,4
34189788984,0,R,0
34189788984,0,W,33809
34189788985,0,R,0
34189788985,0,W,33721
34189788986,0,R,0
34189788986,0,W,33450
34189788987,0,R,0
34189788987,0,W,33401
34189788988,0,R,0
34189788988,0,W,33451
34189788989,0,R,0
34189788989,0,W,33655
34189788990,0,R,0
34189788990,0,W,33745
34189788991,0,R,0
34189788991,0,W,33582
34189788992,0,R,0
34189788992,0,W,33524
34189788993,0,R,0
34189788993,0,W,33316
34189788994,0,R,0
34189788994,0,W,33489
34189788995,0,R,0
34189788995,0,W,33872
34189788996,0,R,0
34189788996,0,W,33596
34189788997,0,R,0
34189788997,0,W,33393
34189788998,0,R,0
34189788998,0,W,33392
34189788999,0,R,0
34189788999,0,W,33543
34189789000,0,R,0
34189789000,0,W,33889
34189789001,0,R,0
34189789001,0,W,33679
34189789002,0,R,0
34189789002,0,W,33408
34189789003,0,R,0
34189789003,0,W,33367
34189789004,0,R,0
34189789004,0,W,33558
34189789005,0,R,0
34189789005,0,W,31004
34189789006,0,R,0
34189789006,0,W,30729
34189789007,0,R,0
34189789007,0,W,30600
34189789008,0,R,0
34189789008,0,W,30327
34189789009,0,R,0
34189789009,0,W,30252
34189789010,0,R,0
34189789010,0,W,30766
34189789011,0,R,0
34189789011,0,W,30659
34189789012,0,R,0
34189789012,0,W,30502
34189789013,0,R,0
34189789013,0,W,30406
34189789014,0,R,0
34189789014,0,W,30288
34189789015,0,R,0
34189789015,0,W,30469
34189789039,0,R,96001
34189789039,0,W,961
34189789040,0,R,102400
34189789040,0,W,1024
34189789041,0,R,102400
34189789041,0,W,1024
34189789042,0,R,102400
34189789042,0,W,1024
34189789043,0,R,102400
34189789043,0,W,1024
34189789044,0,R,102400
34189789044,0,W,1024
34189789045,0,R,102400
34189789045,0,W,1024
34189789046,0,R,102400
34189789046,0,W,1024
34189789047,0,R,102400
34189789047,0,W,1024
34189789048,0,R,102400
34189789048,0,W,1024
34189789049,0,R,102400
34189789049,0,W,1024
34189789050,0,R,102400
34189789050,0,W,1024
34189789051,0,R,102400
34189789051,0,W,1024
34189789052,0,R,102400
34189789052,0,W,1024
34189789053,0,R,102400
34189789053,0,W,1024
34189789054,0,R,102400
34189789054,0,W,1024
34189789055,0,R,102400
34189789055,0,W,1024
34189789056,0,R,102400
34189789056,0,W,1024
34189789057,0,R,102400
34189789057,0,W,1024
34189789058,0,R,102400
34189789058,0,W,1024
34189789059,0,R,102400
34189789059,0,W,1024
34189789060,0,R,102400
34189789060,0,W,1024
34189789061,0,R,102400
34189789061,0,W,1024
34189789062,0,R,102400
34189789062,0,W,1024
34189789063,0,R,102400
34189789063,0,W,1024
34189789064,0,R,102400
34189789064,0,W,1024
34189789065,0,R,102400
34189789065,0,W,1024
34189789066,0,R,102400
34189789066,0,W,1024
34189789067,0,R,102400
34189789067,0,W,1024
34189789068,0,R,102400
34189789068,0,W,1024
34189789069,0,R,102400
34189789069,0,W,1024
34189789070,0,R,102400
34189789070,0,W,1024
34189789071,0,R,102400
34189789071,0,W,1024
34189789072,0,R,102400
34189789072,0,W,1024
34189789073,0,R,102400
34189789073,0,W,1024
34189789074,0,R,102400
34189789074,0,W,1024
34189789075,0,R,102400
34189789075,0,W,1024
34189789076,0,R,102400
34189789076,0,W,1024
34189789077,0,R,102400
34189789077,0,W,1024
34189789078,0,R,102400
34189789078,0,W,1024
34189789079,0,R,102400
34189789079,0,W,1024
34189789080,0,R,102400
34189789080,0,W,1024
34189789081,0,R,102400
34189789081,0,W,1024
34189789082,0,R,102400
34189789082,0,W,1024
34189789083,0,R,102400
34189789083,0,W,1024
34189789084,0,R,102400
34189789084,0,W,1024
34189789085,0,R,102400
34189789085,0,W,1024
34189789086,0,R,102400
34189789086,0,W,1024
34189789087,0,R,102400
34189789087,0,W,1024
34189789088,0,R,102400
34189789088,0,W,1024
34189789089,0,R,102400
34189789089,0,W,1024
34189789090,0,R,102400
34189789090,0,W,1024
34189789091,0,R,102400
34189789091,0,W,1024
34189789092,0,R,102400
34189789092,0,W,1024
34189789093,0,R,102400
34189789093,0,W,1024
34189789094,0,R,102400
34189789094,0,W,1024
34189789095,0,R,102400
34189789095,0,W,1024
34189789096,0,R,102400
34189789096,0,W,1024
34189789097,0,R,102400
34189789097,0,W,1024
34189789098,0,R,102400
34189789098,0,W,1024
34189789099,0,R,102400
34189789099,0,W,1024
34189789100,0,R,102400
34189789100,0,W,1024
34189789101,0,R,102400
34189789101,0,W,1024
34189789102,0,R,102400
34189789102,0,W,1024
34189789103,0,R,6400
34189789103,0,W,64
34189789190,0,R,1023
34189789190,0,W,102001
34189789191,0,R,1024
34189789191,0,W,102400
34189789192,0,R,1024
34189789192,0,W,102400
34189789193,0,R,1024
34189789193,0,W,102400
34189789194,0,R,1024
34189789194,0,W,102400
34189789195,0,R,1024
34189789195,0,W,102400
34189789196,0,R,1024
34189789196,0,W,102400
34189789197,0,R,1024
34189789197,0,W,102400
34189789198,0,R,1024
34189789198,0,W,102400
34189789199,0,R,1024
34189789199,0,W,102400
34189789200,0,R,1024
34189789200,0,W,102400
34189789201,0,R,1024
34189789201,0,W,102400
34189789202,0,R,1024
34189789202,0,W,102400
34189789203,0,R,1024
34189789203,0,W,102400
34189789204,0,R,1024
34189789204,0,W,102400
34189789205,0,R,1024
34189789205,0,W,102400
34189789206,0,R,1024
34189789206,0,W,102400
34189789207,0,R,1024
34189789207,0,W,102400
34189789208,0,R,1024
34189789208,0,W,102400
34189789209,0,R,1024
34189789209,0,W,102400
34189789210,0,R,1024
34189789210,0,W,102400
34189789211,0,R,1024
34189789211,0,W,102400
34189789212,0,R,1024
34189789212,0,W,102400
34189789213,0,R,1024
34189789213,0,W,102400
34189789214,0,R,1024
34189789214,0,W,102400
34189789215,0,R,1024
34189789215,0,W,102400
34189789216,0,R,1024
34189789216,0,W,102400
34189789217,0,R,1024
34189789217,0,W,102400
34189789218,0,R,1024
34189789218,0,W,102400
34189789219,0,R,1024
34189789219,0,W,102400
34189789220,0,R,1024
34189789220,0,W,102400
34189789221,0,R,1024
34189789221,0,W,102400
34189789222,0,R,1024
34189789222,0,W,102400
34189789223,0,R,1024
34189789223,0,W,102400
34189789224,0,R,1024
34189789224,0,W,102400
34189789225,0,R,1024
34189789225,0,W,102400
34189789226,0,R,1024
34189789226,0,W,102400
34189789227,0,R,1024
34189789227,0,W,102400
34189789228,0,R,1024
34189789228,0,W,102400
34189789229,0,R,1024
34189789229,0,W,102400
34189789230,0,R,1024
34189789230,0,W,102400
34189789231,0,R,1024
34189789231,0,W,102400
34189789232,0,R,1024
34189789232,0,W,102400
34189789233,0,R,1024
34189789233,0,W,102400
34189789234,0,R,1024
34189789234,0,W,102400
34189789235,0,R,1024
34189789235,0,W,102400
34189789236,0,R,1024
34189789236,0,W,102400
34189789237,0,R,1024
34189789237,0,W,102400
34189789238,0,R,1024
34189789238,0,W,102400
34189789239,0,R,1024
34189789239,0,W,102400
34189789240,0,R,1024
34189789240,0,W,102400
34189789241,0,R,1024
34189789241,0,W,102400
34189789242,0,R,1024
34189789242,0,W,102400
34189789243,0,R,1024
34189789243,0,W,102400
34189789244,0,R,1024
34189789244,0,W,102400
34189789245,0,R,1024
34189789245,0,W,102400
34189789246,0,R,1024
34189789246,0,W,102400
34189789247,0,R,1024
34189789247,0,W,102400
34189789248,0,R,1024
34189789248,0,W,102400
34189789249,0,R,1024
34189789249,0,W,102400
34189789250,0,R,1024
34189789250,0,W,102400
34189789251,0,R,1024
34189789251,0,W,102400
34189789252,0,R,1024
34189789252,0,W,102400
34189789253,0,R,1024
34189789253,0,W,102400
34189789254,0,R,4
34189789254,0,W,400
34189789255,0,R,201636
34189789255,0,W,0
34189789256,0,R,201652
34189789256,0,W,0
34189789257,0,R,201596
34189789257,0,W,0
34189789258,0,R,201652
34189789258,0,W,0
34189789259,0,R,201612
34189789259,0,W,0
34189789260,0,R,201594
34189789260,0,W,0
34189789261,0,R,201644
34189789261,0,W,0
34189789262,0,R,201586
34189789262,0,W,0
34189789263,0,R,201620
34189789263,0,W,0
34189789264,0,R,201638
34189789264,0,W,0
34189789265,0,R,201624
34189789265,0,W,0
34189789266,0,R,201622
34189789266,0,W,0
34189789267,0,R,201592
34189789267,0,W,0
34189789268,0,R,201658
34189789268,0,W,0
34189789269,0,R,201624
34189789269,0,W,0
34189789270,0,R,201602
34189789270,0,W,0
34189789271,0,R,201682
34189789271,0,W,0
34189789272,0,R,201598
34189789272,0,W,0
34189789273,0,R,199655
34189789273,0,W,0
34189789274,0,R,195320
34189789274,0,W,0
34189789275,0,R,195310
34189789275,0,W,0
34189789276,0,R,195308
34189789276,0,W,0
34189789277,0,R,195310
34189789277,0,W,0
34189789278,0,R,195344
34189789278,0,W,0
34189789279,0,R,195280
34189789279,0,W,0
34189789280,0,R,195348
34189789280,0,W,0
34189789281,0,R,195336
34189789281,0,W,0
34189789282,0,R,195284
34189789282,0,W,0
34189789283,0,R,195372
34189789283,0,W,0
34189789284,0,R,195340
34189789284,0,W,0
34189789285,0,R,195286
34189789285,0,W,0
34189789286,0,R,195314
34189789286,0,W,0
34189790466,0,R,466
34189790466,0,W,0
34189790467,0,R,1114
34189790467,0,W,0
34189790468,0,R,1107
34189790468,0,W,0
34189790469,0,R,1043
34189790469,0,W,0
34189790470,0,R,602
34189790470,0,W,0
34189790471,0,R,635
34189790471,0,W,0
34189790472,0,R,610
34189790472,0,W,0
34189790473,0,R,598
34189790473,0,W,0
34189790474,0,R,623
34189790474,0,W,0
34189790475,0,R,596
34189790475,0,W,0
34189790476,0,R,653
34189790476,0,W,0
34189790477,0,R,689
34189790477,0,W,0
34189790478,0,R,624
34189790478,0,W,0
34189790479,0,R,595
34189790479,0,W,0
34189790480,0,R,609
34189790480,0,W,0
34189790481,0,R,634
34189790481,0,W,0
34189790482,0,R,570
34189790482,0,W,0
34189790483,0,R,250
34189790483,0,W,0
34189790484,0,R,214
34189790484,0,W,0
34189790485,0,R,318
34189790485,0,W,0
34189790486,0,R,289
34189790486,0,W,0
34189790487,0,R,245
34189790487,0,W,0
34189790488,0,R,2297
34189790488,0,W,0
34189790489,0,R,536
34189790489,0,W,0
34189790490,0,R,512
34189790490,0,W,0
34189790491,0,R,512
34189790491,0,W,0
34189790492,0,R,512
34189790492,0,W,0
34189790493,0,R,512
34189790493,0,W,0
34189790494,0,R,512
34189790494,0,W,0
34189790495,0,R,512
34189790495,0,W,0
34189790496,0,R,511
34189790496,0,W,0
34189790497,0,R,128
34189790497,0,W,0
34189790825,0,R,3346766
34189790825,0,W,0
34189790826,0,R,2228227
34189790826,0,W,0
34189790837,0,R,2190060
34189790837,0,W,0
34189790840,0,R,20
34189790840,0,W,0
34189790841,0,R,1441802
34189790841,0,W,0
34189790842,0,R,3
34189790842,0,W,0
34189790846,0,R,65703
34189790846,0,W,0
34189790847,0,R,2
34189790847,0,W,0
34189790848,0,R,5319337
34189790848,0,W,0
34189790856,0,R,131787
34189790856,0,W,0
34189791420,0,R,5
34189791420,0,W,226
34189791421,0,R,4
34189791421,0,W,265
34189791422,0,R,786434
34189791422,0,W,343
34189791423,0,R,1659954
34189791423,0,W,339
34189791424,0,R,170
34189791424,0,W,384
34189791425,0,R,5966443
34189791425,0,W,2060
34189791426,0,R,112
34189791426,0,W,112
34189791427,0,R,12
34189791427,0,W,3
34189791429,0,R,131126
34189791429,0,W,17
34189791430,0,R,393335
34189791430,0,W,0
34189791431,0,R,121
34189791431,0,W,0
34189791432,0,R,38
34189791432,0,W,0
34189791433,0,R,23
34189791433,0,W,0
34189791434,0,R,212
34189791434,0,W,0
34189791435,0,R,416
34189791435,0,W,0
34189791436,0,R,137
34189791436,0,W,0
34189791547,0,R,37230000
34189791547,0,W,0
34189791565,0,R,20645500
34189791565,0,W,0
34189791566,0,R,18554400
34189791566,0,W,0
34189791567,0,R,36816000
34189791567,0,W,0
34189791568,0,R,166467300
34189791568,0,W,0
34189791569,0,R,6592700
34189791569,0,W,0
34189791570,0,R,8742200
34189791570,0,W,0
34189791571,0,R,8729500
34189791571,0,W,0
34189791572,0,R,72089600
34189791572,0,W,0
34189792203,0,R,332
34189792203,0,W,19
34189792204,0,R,26214438
34189792204,0,W,112
34189792216,0,R,1507457
34189792216,0,W,1180142
34189792217,0,R,2
34189792217,0,W,12
34189792237,0,R,12
34189792237,0,W,0
34189792239,0,R,9
34189792239,0,W,0
34189792240,0,R,1
34189792240,0,W,41
34189792241,0,R,14
34189792241,0,W,0
34189792243,0,R,14
34189792243,0,W,0
34189792247,0,R,4
34189792247,0,W,0
34189792248,0,R,47
34189792248,0,W,0
34189792249,0,R,12
34189792249,0,W,0
34189792252,0,R,15
34189792252,0,W,0
34189792253,0,R,48
34189792253,0,W,0
34189792254,0,R,4
34189792254,0,W,0
34189792259,0,R,6370
34189792259,0,W,522
34189792403,0,R,48
34189792403,0,W,84
34189792404,0,R,2328
34189792404,0,W,997
34189871633,0,R,853
34189871633,0,W,0
34189871660,0,R,144
34189871660,0,W,0
34189871661,0,R,2940
34189871661,0,W,0
34189871664,0,R,38
34189871664,0,W,0
34189872179,0,R,935
34189872179,0,W,69
34189872180,0,R,772
34189872180,0,W,268
34189872181,0,R,2236
34189872181,0,W,465
34358872626,0,R,74485876
34358872626,0,W,63782686
34358872627,0,R,1257403864
34358872627,0,W,994494837
34358872629,0,R,382
34358872629,0,W,0
34358872630,0,R,743
34358872630,0,W,0
34358873086,0,R,283
34358873086,0,W,0
